student_id,age,gender,attendance_rate,study_hours_per_week,assignment_score,quiz_score,midterm_score,continuous_assessment,previous_gpa,final_exam_score
STU100821,26,Female,74.0,4.41,83.77,85.54,50.8,67.73,2.36,54.35
STU100822,19,Female,99.76,14.55,73.74,76.43,79.67,94.35,2.7,85.63
STU100823,26,Male,94.02,21.63,71.31,79.01,74.86,92.45,2.93,75.66
STU100824,26,Male,88.2,16.73,65.84,61.15,69.61,84.05,2.48,72.15
STU100825,19,Male,71.97,0.0,54.11,40.98,59.42,59.71,1.27,49.0
STU100826,26,Female,65.25,8.98,57.2,44.62,45.9,58.03,1.16,50.51
STU100827,29,Male,70.04,21.25,68.93,50.27,52.68,56.92,2.82,53.07
STU100828,29,Female,77.52,21.94,64.03,71.45,49.25,69.64,2.11,55.77
STU100829,18,Female,61.8,7.92,59.97,63.23,59.26,54.54,1.59,53.3
STU100830,21,Female,77.02,14.12,70.27,70.79,68.38,60.17,1.7,67.11
STU100831,21,Male,97.74,29.11,100.0,79.71,100.0,100.0,3.69,91.91
STU100832,23,Male,91.96,18.94,92.26,57.81,87.17,75.15,2.67,80.26
STU100833,19,Female,88.98,19.83,73.05,52.18,59.81,63.95,2.49,60.85
STU100834,29,Female,83.12,10.57,69.51,46.61,55.18,72.86,1.89,48.6
STU100835,28,Male,78.35,5.94,56.67,41.31,60.72,55.24,1.89,51.5
STU100836,28,Female,65.57,4.67,66.33,51.57,45.67,67.34,1.72,52.98
STU100837,20,Female,59.82,6.97,58.31,53.79,57.4,50.53,0.96,53.7
STU100838,18,Male,80.5,4.38,79.23,66.81,43.97,76.96,2.09,44.19
STU100839,29,Male,91.65,18.86,83.75,90.3,72.32,80.83,2.22,77.38
STU100840,21,Male,53.42,0.0,65.61,81.89,49.67,61.73,2.11,55.33
STU100841,26,Male,83.46,17.45,74.82,70.67,80.59,66.94,2.9,67.42
STU100842,29,Male,100.0,19.16,96.42,67.36,82.26,89.64,3.75,86.39
STU100843,18,Female,100.0,33.37,90.95,86.75,100.0,96.56,2.91,100.0
STU100844,18,Male,97.23,20.3,74.85,76.14,82.88,68.22,3.1,86.99
STU100845,18,Female,82.64,14.2,56.31,74.98,58.47,91.09,2.2,67.42
STU100846,20,Female,82.09,21.69,83.37,64.92,85.98,93.21,3.89,93.16
STU100847,18,Male,88.22,19.03,91.94,68.83,89.94,86.03,3.66,94.8
STU100848,28,Male,47.98,8.8,35.93,50.06,28.42,58.13,2.09,41.94
STU100849,25,Female,86.68,27.6,81.62,81.15,91.41,85.98,3.52,84.8
STU100850,30,Female,79.04,9.22,73.23,58.3,56.74,59.78,2.36,60.59
STU100851,28,Female,83.33,6.73,65.29,55.25,66.25,74.13,2.09,59.38
STU100852,30,Male,77.22,11.0,68.87,61.98,66.28,60.03,2.11,57.72
STU100853,21,Male,88.28,16.38,83.57,75.66,82.19,77.69,2.38,65.28
STU100854,21,Male,67.01,2.91,59.58,33.41,63.9,53.62,2.16,61.38
STU100855,24,Female,79.13,11.01,72.56,66.98,56.78,60.56,2.9,66.85
STU100856,21,Female,67.37,15.04,67.39,82.52,69.1,77.44,2.64,55.89
STU100857,18,Female,83.14,15.3,77.42,76.95,68.26,82.64,2.36,66.17
STU100858,26,Female,79.17,16.31,63.8,95.3,83.36,77.2,2.17,70.39
STU100859,28,Male,73.79,15.5,57.05,62.02,60.12,68.29,2.42,65.63
STU100860,30,Female,88.13,19.32,74.6,76.9,79.82,61.98,3.28,75.14
STU100861,30,Male,84.95,23.35,87.73,94.58,90.03,79.99,3.48,90.16
STU100862,19,Female,81.35,22.22,82.6,81.66,80.67,68.43,3.48,78.38
STU100863,28,Female,77.16,16.59,69.19,89.77,90.53,75.81,2.52,81.16
STU100864,28,Female,77.68,24.05,89.43,88.64,74.05,80.49,3.0,73.72
STU100865,27,Male,79.21,6.51,83.45,80.89,83.77,79.06,3.38,87.08
STU100866,28,Female,100.0,29.27,100.0,99.84,100.0,98.0,3.45,89.29
STU100867,28,Female,81.14,19.46,76.28,81.17,84.04,87.82,2.95,75.14
STU100868,23,Male,81.17,15.06,84.06,68.72,45.68,75.25,3.05,47.57
STU100869,18,Male,59.86,6.36,76.75,51.15,53.97,64.55,1.67,55.53
STU100870,23,Female,59.96,16.18,77.39,73.7,47.27,76.91,2.36,39.39
STU100871,20,Male,70.81,16.64,73.01,85.43,59.02,45.88,2.56,40.84
STU100872,19,Male,75.23,11.15,81.48,57.41,73.3,66.99,2.78,73.62
STU100873,19,Male,81.27,11.92,67.96,74.08,82.63,67.95,2.55,62.68
STU100874,27,Male,93.37,15.75,71.77,85.74,90.07,83.18,3.63,78.6
STU100875,24,Male,49.56,9.06,52.26,64.7,40.58,48.9,1.97,31.53
STU100876,25,Female,62.96,2.87,54.35,45.78,50.03,58.21,2.17,46.42
STU100877,27,Male,77.06,10.17,61.28,66.61,70.51,76.17,2.11,86.88
STU100878,25,Female,78.35,1.39,76.11,73.01,58.52,55.38,2.02,50.32
STU100879,26,Male,75.5,6.99,63.76,55.5,52.92,52.45,2.71,55.71
STU100880,19,Male,62.55,5.39,81.32,70.89,54.46,49.55,2.86,44.27
STU100881,29,Male,77.14,3.01,71.29,55.53,62.26,62.28,1.67,66.47
STU100882,23,Female,74.85,15.99,59.51,68.11,70.71,70.67,2.5,74.13
STU100883,20,Female,70.41,16.12,77.48,68.19,67.27,55.18,2.24,63.45
STU100884,28,Male,65.53,13.74,62.38,67.94,69.75,60.74,2.38,77.55
STU100885,27,Male,72.45,7.82,84.04,78.03,75.82,70.3,2.94,66.52
STU100886,18,Male,86.68,20.4,95.91,77.95,81.44,89.61,3.65,69.15
STU100887,20,Male,80.44,27.23,99.11,86.41,84.26,82.49,3.25,84.95
STU100888,18,Female,82.55,15.2,83.2,81.38,77.25,64.4,2.97,76.46
STU100889,21,Male,81.63,17.98,78.25,87.0,62.58,86.68,2.84,67.15
STU100890,19,Female,63.82,11.71,69.84,59.36,40.84,75.18,2.4,38.8
STU100891,27,Female,89.05,15.96,93.93,87.33,56.55,64.27,2.15,49.72
STU100892,24,Female,94.34,14.04,78.54,66.79,54.13,71.13,3.05,64.75
STU100893,30,Female,88.59,26.02,82.11,86.98,89.85,79.85,3.37,86.61
STU100894,27,Male,49.06,7.04,56.6,51.55,46.17,60.84,1.69,52.1
STU100895,25,Female,84.09,10.82,80.0,62.55,73.07,64.92,2.04,59.72
STU100896,24,Male,85.3,20.81,85.59,72.14,77.43,58.42,3.36,61.05
STU100897,24,Female,76.6,7.71,61.82,51.88,77.92,65.46,2.54,65.78
STU100898,18,Female,73.25,8.51,72.16,66.75,67.87,53.53,1.63,63.74
STU100899,26,Male,64.6,0.44,64.8,52.52,61.45,51.61,2.52,43.12
STU100900,18,Female,99.1,14.18,77.2,78.7,87.59,58.65,3.14,88.65
STU100901,18,Male,68.78,3.63,56.71,55.65,74.99,62.06,2.37,60.9
STU100902,20,Male,60.35,1.19,72.23,57.53,67.31,71.13,1.46,59.42
STU100903,29,Female,97.06,23.24,94.7,81.65,79.4,78.8,3.09,91.87
STU100904,23,Male,78.35,17.36,90.58,63.42,88.74,53.74,2.96,61.6
STU100905,27,Female,85.68,11.39,59.11,67.64,60.82,60.01,2.49,65.55
STU100906,23,Female,62.98,8.65,60.67,49.3,51.45,66.5,1.8,66.35
STU100907,20,Female,78.35,4.04,71.23,68.81,83.07,76.0,2.78,70.61
STU100908,22,Male,100.0,25.15,98.12,90.64,84.05,76.44,3.4,96.29
STU100909,19,Male,56.18,0.0,62.6,53.64,31.44,59.24,1.89,42.57
STU100910,28,Female,55.59,2.08,53.85,56.64,36.75,38.42,1.43,32.3
STU100911,20,Male,70.03,10.84,67.01,73.5,52.57,73.34,1.72,66.47
STU100912,22,Female,66.06,17.07,78.04,61.41,55.82,81.22,2.51,49.8
STU100913,30,Male,89.64,13.22,73.88,60.27,67.52,64.25,2.58,62.05
STU100914,25,Male,85.37,18.61,93.71,59.23,67.23,73.61,3.19,75.5
STU100915,23,Female,100.0,28.82,96.5,78.69,78.78,61.26,3.25,75.3
STU100916,25,Female,78.68,26.75,86.22,67.14,65.48,73.44,2.48,66.47
STU100917,28,Female,85.0,18.4,70.87,82.85,61.22,71.13,2.5,73.49
STU100918,21,Female,88.82,16.13,68.55,77.76,68.38,77.13,2.63,71.41
STU100919,26,Male,69.3,14.26,63.06,84.99,77.11,72.32,2.5,73.41
STU100920,29,Male,61.66,4.18,62.49,50.37,55.36,44.78,2.24,48.0
STU100921,25,Male,72.92,10.71,57.36,62.52,23.55,61.75,1.82,33.74
STU100922,23,Female,60.08,13.25,63.6,62.29,45.19,49.47,1.69,45.69
STU100923,19,Male,72.35,1.66,76.88,90.99,74.85,82.0,3.14,68.32
STU100924,21,Female,89.71,15.55,76.7,77.07,76.59,78.9,3.16,79.52
STU100925,30,Male,71.82,13.75,65.57,53.48,71.76,58.8,1.47,54.55
STU100926,25,Female,91.35,17.4,67.39,72.26,66.5,72.29,3.05,70.84
STU100927,21,Female,62.1,15.04,49.96,64.77,61.0,53.45,1.67,50.44
STU100928,23,Female,60.54,0.58,54.77,71.51,45.88,52.5,1.81,40.75
STU100929,25,Male,66.72,14.76,73.41,58.72,44.88,81.82,2.08,58.23
STU100930,24,Female,70.3,13.32,77.51,50.44,58.08,51.61,2.52,62.13
STU100931,27,Male,75.71,19.64,91.71,100.0,71.4,77.26,2.52,67.21
STU100932,21,Male,66.86,10.71,68.61,56.67,92.43,70.0,2.45,81.81
STU100933,26,Male,82.07,22.11,89.27,87.69,72.07,79.33,3.12,77.69
STU100934,23,Male,65.17,7.15,55.1,68.99,58.18,67.88,2.14,62.84
STU100935,30,Female,80.21,6.71,82.09,68.65,63.83,83.65,2.43,65.23
STU100936,20,Male,100.0,30.25,96.33,78.86,100.0,91.55,3.46,97.9
STU100937,19,Male,54.67,10.74,62.88,78.87,56.72,58.87,1.2,46.91
STU100938,24,Female,91.86,18.99,68.24,86.13,67.05,81.34,3.31,74.84
STU100939,24,Female,77.54,19.1,93.15,83.11,100.0,85.85,3.36,96.84
STU100940,26,Female,83.53,15.21,96.72,65.2,75.63,82.94,2.63,81.67
STU100941,23,Female,83.99,14.01,71.82,46.31,37.31,80.39,2.19,45.58
STU100942,29,Male,91.03,17.74,86.08,92.95,85.36,97.07,3.07,93.31
STU100943,24,Female,65.4,19.49,66.83,58.0,53.87,39.25,2.25,43.6
STU100944,19,Female,80.54,8.44,58.81,59.48,71.29,48.76,2.76,62.87
STU100945,19,Male,64.42,14.5,69.18,59.53,66.61,85.62,3.04,77.8
STU100946,30,Male,83.53,7.86,55.74,69.06,71.87,60.45,1.26,55.1
STU100947,19,Female,89.74,12.24,67.13,63.58,68.68,58.18,2.2,66.53
STU100948,30,Male,90.45,24.99,93.86,70.31,77.07,77.19,3.39,80.42
STU100949,21,Female,78.67,1.97,60.64,69.19,61.01,51.3,2.04,66.16
STU100950,19,Male,64.29,11.42,75.37,62.28,78.78,63.51,2.81,100.0
STU100951,21,Male,46.97,5.55,56.89,40.11,52.35,51.13,2.36,55.99
STU100952,25,Male,72.0,12.56,76.2,68.74,60.02,66.68,2.04,53.78
STU100953,23,Male,70.71,12.42,68.95,62.32,68.44,50.49,1.97,57.44
STU100954,24,Male,63.85,4.93,64.03,57.75,53.74,67.1,2.59,57.31
STU100955,25,Female,75.2,17.92,79.11,50.12,58.83,69.09,2.01,60.27
STU100956,23,Female,80.36,23.77,87.89,82.38,100.0,83.08,2.99,93.43
STU100957,26,Male,82.27,17.1,84.71,64.93,54.32,76.31,2.56,76.31
STU100958,30,Female,78.96,21.84,80.51,75.95,67.57,71.51,3.12,69.8
STU100959,23,Male,69.06,6.53,73.88,77.96,60.45,63.09,2.85,59.66
STU100960,19,Male,65.91,12.68,75.13,41.18,72.56,54.12,2.39,74.07
STU100961,23,Male,89.03,15.88,79.86,93.93,74.14,85.57,2.91,91.7
STU100962,24,Male,65.48,11.09,70.65,53.12,54.17,63.82,1.62,52.92
STU100963,20,Male,87.96,17.66,72.23,89.31,88.62,90.55,3.42,87.4
STU100964,30,Female,78.68,22.72,68.63,92.14,90.78,86.89,2.99,73.83
STU100965,25,Male,71.93,15.04,64.7,57.57,54.87,76.65,2.03,53.97
STU100966,25,Female,71.59,11.53,58.17,66.77,61.86,60.47,2.49,49.73
STU100967,22,Male,69.6,12.62,84.21,56.84,50.03,56.64,2.3,48.28
STU100968,29,Female,61.69,9.07,50.26,36.3,47.8,72.77,2.12,64.8
STU100969,18,Female,79.84,5.89,74.48,76.09,61.54,76.56,2.48,56.64
STU100970,21,Male,82.03,25.36,79.25,77.71,70.89,67.48,3.22,68.1
STU100971,23,Male,65.99,1.16,61.36,76.13,38.54,64.29,2.09,44.49
STU100972,24,Female,83.46,8.98,75.57,93.38,79.88,90.58,2.77,66.47
STU100973,24,Female,73.5,22.26,57.24,56.85,73.42,64.72,2.23,68.04
STU100974,19,Female,100.0,22.99,96.52,99.55,99.58,80.98,3.94,75.92
STU100975,20,Male,69.62,8.67,61.79,67.57,53.61,62.3,1.84,51.65
STU100976,19,Female,83.06,4.82,77.53,85.54,92.11,71.19,2.18,64.88
STU100977,25,Male,73.63,7.27,74.34,54.91,46.17,55.39,1.74,41.24
STU100978,22,Male,78.44,11.91,51.12,60.07,65.2,70.56,2.21,62.09
STU100979,25,Female,90.89,24.24,95.53,89.37,79.09,70.23,3.66,77.34
STU100980,25,Female,89.32,11.81,68.18,75.49,85.92,77.42,2.93,76.39
STU100981,27,Female,94.4,18.95,79.56,67.69,79.48,99.02,2.25,94.69
STU100982,25,Female,59.24,8.95,45.89,65.34,49.49,62.89,2.07,57.71
STU100983,26,Male,86.8,20.12,66.4,93.38,85.69,90.76,2.67,69.64
STU100984,25,Female,65.29,9.81,44.53,60.6,54.44,59.82,2.19,45.2
STU100985,26,Male,73.11,10.78,54.85,42.43,59.21,59.37,1.78,64.66
STU100986,26,Male,87.35,15.89,75.07,71.63,69.9,69.62,2.32,68.89
STU100987,22,Male,78.06,23.33,71.08,63.56,44.62,69.83,2.59,61.96
STU100988,21,Female,75.4,13.85,56.37,67.94,90.15,76.05,2.37,81.55
STU100989,28,Male,94.27,22.78,61.9,80.08,82.13,70.07,2.97,74.92
STU100990,22,Male,99.2,23.89,81.24,86.58,75.81,87.65,2.63,79.34
STU100991,25,Female,98.16,15.62,94.06,100.0,99.54,90.35,2.84,85.84
STU100992,20,Female,68.98,10.06,62.13,62.98,43.85,47.97,2.16,51.83
STU100993,23,Female,100.0,20.81,100.0,76.31,77.28,95.12,3.64,84.18
STU100994,24,Female,99.19,15.04,90.85,97.89,76.81,71.13,3.64,90.89
STU100995,26,Male,100.0,10.68,71.06,63.0,61.48,75.22,2.09,58.32
STU100996,24,Female,61.87,5.8,54.77,49.56,41.01,36.51,1.41,37.37
STU100997,22,Female,0.0,0.0,50.63,54.14,47.99,78.05,1.57,48.18
STU100998,30,Female,86.05,12.36,65.96,66.33,47.82,46.51,2.58,61.06
STU100999,24,Female,98.67,26.0,100.0,70.31,85.75,76.13,3.22,81.5
STU101000,28,Male,78.7,20.29,80.17,75.25,72.85,55.46,2.82,68.5
STU101001,27,Male,85.92,8.13,69.03,51.34,74.23,62.32,2.41,64.82
STU101002,25,Female,54.88,16.84,79.13,47.18,59.96,46.39,2.59,65.28
STU101003,29,Male,63.85,9.0,62.61,61.68,46.87,37.27,2.21,65.76
STU101004,19,Male,83.21,20.08,83.84,85.16,84.94,73.61,3.13,97.27
STU101005,29,Male,76.9,20.82,84.68,81.68,78.75,63.55,1.94,75.32
STU101006,29,Female,93.55,37.21,87.13,92.68,100.0,89.76,3.76,87.91
STU101007,24,Female,82.57,17.72,91.24,79.81,80.76,81.56,2.85,74.49
STU101008,27,Female,88.16,16.28,71.68,84.05,70.57,92.54,2.78,77.36
STU101009,24,Female,77.0,15.69,72.23,51.79,64.54,68.17,2.86,49.26
STU101010,21,Female,72.07,1.34,44.26,41.57,68.38,63.68,1.9,49.1
STU101011,28,Female,48.93,3.25,64.97,67.19,32.42,58.93,1.88,40.03
STU101012,24,Male,60.56,13.32,69.99,58.38,51.6,67.4,2.21,42.92
STU101013,22,Female,87.53,23.32,72.92,93.74,96.43,93.89,2.81,90.96
STU101014,24,Male,72.87,8.4,65.43,84.03,56.81,61.52,2.1,50.59
STU101015,28,Male,78.35,36.39,80.03,77.98,61.78,68.79,2.58,61.06
STU101016,22,Male,72.99,8.9,71.26,67.81,62.81,66.75,2.28,66.12
STU101017,24,Female,62.11,16.34,59.46,53.04,57.29,63.54,2.1,68.36
STU101018,18,Female,65.7,4.0,60.3,61.98,64.65,56.83,2.13,57.73
STU101019,19,Female,73.67,25.72,89.27,52.86,98.08,74.04,2.29,88.59
STU101020,18,Female,78.6,11.03,65.25,57.83,66.88,66.64,1.74,64.06
STU101021,18,Female,81.33,18.99,83.2,83.12,70.41,68.59,3.06,61.77
STU101022,29,Male,74.96,1.66,66.59,55.28,47.05,61.19,1.92,56.91
STU101023,28,Female,84.96,29.11,74.92,76.63,86.03,71.13,2.8,89.26
STU101024,28,Female,97.81,21.76,91.27,86.34,95.29,100.0,3.77,96.08
STU101025,24,Female,79.3,19.04,71.38,61.96,83.07,68.47,2.66,64.12
STU101026,19,Male,84.17,19.74,83.77,58.14,72.3,78.61,3.42,65.03
STU101027,21,Male,83.0,15.67,77.16,83.37,91.25,75.44,2.76,82.99
STU101028,25,Female,100.0,15.25,78.61,89.38,92.8,85.38,3.8,91.61
STU101029,22,Male,70.18,16.09,59.44,77.4,65.25,69.99,2.49,70.43
STU101030,24,Male,81.21,17.84,59.85,77.2,55.96,61.1,2.89,44.94
STU101031,20,Male,86.02,16.38,68.07,68.96,62.55,74.55,2.16,59.36
STU101032,27,Male,75.27,21.08,71.8,63.18,53.52,69.11,1.83,52.09
STU101033,22,Male,74.25,10.97,53.23,54.67,42.68,54.84,1.82,54.62
STU101034,18,Female,92.73,26.9,82.83,80.93,88.06,88.3,2.67,83.56
STU101035,27,Female,55.35,7.42,55.62,48.45,48.56,44.61,2.05,55.84
STU101036,29,Female,78.09,12.91,71.91,100.0,67.4,71.13,2.77,62.25
STU101037,18,Male,80.6,16.1,96.03,84.7,63.87,68.03,2.79,48.52
STU101038,23,Male,95.1,16.83,74.24,95.25,65.07,77.8,2.5,72.07
STU101039,28,Male,78.35,11.66,54.52,76.87,55.95,73.77,2.49,58.53
STU101040,27,Male,65.86,7.78,55.77,58.24,52.79,49.53,2.7,54.98
STU101041,29,Male,85.72,8.88,76.45,72.34,70.09,70.21,3.21,62.76
STU101042,23,Female,74.71,19.58,63.95,70.31,68.35,61.34,3.02,68.22
STU101043,22,Female,59.7,6.91,61.9,52.45,68.17,62.99,1.9,60.48
STU101044,27,Female,93.25,24.98,85.17,100.0,100.0,82.02,3.35,90.44
STU101045,19,Male,76.08,4.73,58.6,100.0,42.67,69.47,2.27,55.38
STU101046,21,Male,74.46,6.66,55.51,48.22,64.83,62.94,1.92,64.06
STU101047,25,Male,66.63,9.23,68.52,54.13,75.68,54.07,1.77,69.8
STU101048,26,Male,89.81,16.55,91.12,80.71,90.78,91.06,3.41,87.24
STU101049,19,Female,57.33,2.81,57.24,40.99,37.02,65.45,1.33,53.53
STU101050,24,Male,82.94,19.68,72.23,76.82,96.82,74.45,2.57,73.22
STU101051,22,Female,69.98,13.27,50.94,60.68,47.95,56.92,1.87,57.63
STU101052,24,Female,78.56,14.79,65.29,61.25,81.85,61.76,2.56,66.47
STU101053,30,Male,60.15,11.52,56.69,69.71,69.97,63.24,2.52,61.47
STU101054,18,Male,100.0,27.38,92.37,81.42,97.38,100.0,3.5,90.59
STU101055,30,Male,76.76,17.67,63.58,59.67,51.54,65.96,3.04,63.6
STU101056,23,Male,73.7,6.55,58.52,55.58,61.33,55.23,1.69,68.64
STU101057,28,Female,65.42,17.69,75.04,65.19,72.6,79.13,2.3,78.39
STU101058,23,Female,91.49,9.64,82.61,79.67,69.64,64.92,2.24,72.03
STU101059,22,Female,95.71,16.28,80.26,71.45,69.55,66.42,3.03,70.52
STU101060,28,Female,71.25,11.61,79.13,58.64,69.38,72.93,2.52,78.74
STU101061,26,Male,76.67,14.39,66.0,74.83,62.68,55.12,2.38,63.81
STU101062,19,Male,72.1,11.19,58.28,59.4,50.38,49.32,2.18,44.42
STU101063,27,Male,70.17,15.74,78.78,60.37,75.81,84.11,2.79,67.59
STU101064,27,Male,88.55,23.93,84.3,78.66,68.53,83.63,3.32,85.41
STU101065,23,Female,56.52,9.46,72.9,76.62,63.53,69.29,1.59,65.53
STU101066,30,Male,79.77,23.58,87.45,68.92,49.34,83.37,3.01,67.22
STU101067,26,Male,80.82,11.73,69.35,79.93,63.11,76.8,2.61,66.47
STU101068,22,Male,70.67,11.4,75.37,80.11,72.37,64.86,2.37,61.26
STU101069,18,Male,89.45,22.82,80.8,85.17,92.66,82.46,3.12,72.52
STU101070,26,Female,45.02,8.82,59.46,38.08,35.5,56.29,2.08,35.28
STU101071,20,Male,75.13,8.21,72.23,75.49,62.58,59.73,2.53,49.67
STU101072,27,Male,82.07,25.87,98.54,92.95,90.81,95.34,3.43,100.0
STU101073,24,Male,100.0,27.14,96.13,96.09,82.34,71.13,3.49,77.21
STU101074,24,Female,99.97,30.4,98.94,95.15,79.19,91.51,4.0,80.35
STU101075,24,Female,85.01,11.03,85.01,82.15,55.08,81.48,2.38,53.6
STU101076,27,Female,89.11,15.82,68.95,66.69,57.63,84.68,2.16,51.99
STU101077,20,Male,79.93,19.44,93.28,87.66,84.93,74.75,2.82,66.25
STU101078,24,Male,88.69,24.34,86.22,81.1,84.52,86.84,3.16,94.59
STU101079,28,Female,78.1,12.84,76.34,56.64,67.32,76.82,3.11,82.53
STU101080,29,Male,86.0,14.1,77.29,70.23,70.19,99.91,2.78,66.47
STU101081,30,Male,73.14,7.09,65.85,78.9,84.23,68.21,2.9,76.69
STU101082,30,Female,88.54,21.86,90.71,78.21,72.27,78.34,2.24,62.3
STU101083,25,Male,61.47,14.21,66.23,64.11,59.82,57.85,2.42,68.2
STU101084,24,Male,73.14,2.98,65.12,62.45,54.56,81.16,2.36,59.83
STU101085,28,Female,78.35,12.24,69.9,66.34,49.78,64.5,2.14,56.54
STU101086,28,Male,68.31,5.98,56.81,62.91,63.46,53.25,2.65,61.48
STU101087,30,Male,53.21,11.18,39.77,75.06,48.51,60.75,2.05,56.07
STU101088,26,Male,81.24,11.41,66.14,70.31,64.47,59.56,1.92,67.68
STU101089,19,Female,80.16,16.14,56.74,77.39,68.0,70.09,2.33,65.69
STU101090,24,Male,73.61,13.5,75.11,77.54,78.93,78.0,3.51,84.25
STU101091,23,Female,80.56,15.04,91.86,70.31,86.21,60.99,3.47,76.0
STU101092,28,Female,88.26,15.04,68.32,59.27,59.16,65.77,2.92,72.83
STU101093,23,Female,81.15,18.85,76.65,81.18,62.29,85.74,1.73,70.4
STU101094,22,Female,55.0,3.16,56.6,70.31,46.09,63.35,2.51,37.94
STU101095,19,Male,80.48,25.97,80.8,73.95,80.39,69.74,2.72,75.48
STU101096,28,Male,82.34,9.52,63.04,60.0,62.72,71.24,2.91,50.73
STU101097,27,Female,63.4,0.74,72.82,67.42,59.13,49.38,2.03,42.03
STU101098,18,Female,82.2,13.94,82.29,58.6,63.43,70.66,2.58,66.22
STU101099,23,Male,84.69,13.14,66.46,56.31,56.37,67.27,1.91,58.74
STU101100,24,Female,74.62,4.24,71.29,58.03,86.52,64.68,2.11,67.04
STU101101,24,Male,63.87,1.71,70.78,63.88,41.39,58.27,2.44,48.27
STU101102,29,Female,75.96,10.8,66.79,72.75,62.81,84.12,1.89,61.96
STU101103,19,Female,94.15,15.79,90.54,74.25,61.0,74.79,3.66,59.1
STU101104,21,Male,83.68,24.29,71.64,72.58,74.64,58.26,2.34,58.08
STU101105,20,Female,100.0,24.34,73.75,88.53,72.72,85.42,2.89,65.66
STU101106,21,Female,86.15,25.94,76.11,76.13,82.07,93.94,3.32,77.15
STU101107,29,Male,95.69,27.79,72.23,86.08,84.49,100.0,3.93,85.02
STU101108,30,Male,91.96,26.2,74.47,71.84,85.73,52.69,2.67,83.96
STU101109,18,Female,78.82,13.8,78.26,78.84,59.53,68.9,2.4,60.63
STU101110,26,Male,51.46,11.64,64.59,80.34,48.1,62.37,1.93,39.2
STU101111,21,Male,85.46,12.11,81.93,66.67,66.4,80.8,2.55,74.94
STU101112,20,Male,72.64,15.12,75.21,65.11,63.69,52.11,2.28,66.02
STU101113,21,Female,68.82,11.75,70.86,51.36,52.14,61.12,1.74,49.94
STU101114,20,Male,100.0,28.52,79.04,85.59,83.7,95.12,3.41,96.04
STU101115,24,Female,63.69,6.88,67.58,51.06,58.94,50.24,2.0,61.64
STU101116,30,Male,88.54,10.19,78.21,86.29,50.5,75.01,3.01,53.61
STU101117,25,Male,68.4,9.29,51.97,35.84,54.62,69.31,1.92,54.49
STU101118,27,Female,94.35,18.37,87.98,71.3,81.42,98.44,2.8,80.0
STU101119,24,Male,91.66,27.19,100.0,95.17,85.14,93.5,3.19,88.55
STU101120,18,Male,87.44,16.04,70.78,87.6,74.97,71.73,2.75,57.49
STU101121,19,Male,87.12,20.24,82.61,100.0,85.5,87.75,3.21,90.84
STU101122,21,Female,93.93,25.91,58.0,73.53,72.79,69.34,2.25,60.35
STU101123,21,Male,85.68,32.4,93.68,99.78,100.0,86.98,3.84,89.47
STU101124,28,Male,91.52,24.86,81.24,59.91,84.28,83.26,2.46,93.0
STU101125,28,Male,69.75,7.04,80.52,59.89,41.75,66.13,1.9,41.78
STU101126,29,Male,81.81,9.92,64.25,76.32,77.04,71.59,2.93,74.89
STU101127,26,Male,66.71,19.42,79.08,63.38,64.47,78.43,2.03,68.11
STU101128,25,Female,61.57,20.96,72.1,66.22,59.03,65.84,2.74,63.99
STU101129,26,Male,62.96,0.0,75.1,63.66,33.05,53.16,1.18,28.08
STU101130,23,Male,93.37,14.73,77.63,89.01,69.74,76.83,2.14,71.45
STU101131,26,Female,63.13,2.11,57.28,56.86,52.81,59.64,2.52,50.16
STU101132,28,Female,54.14,2.25,53.85,41.2,44.54,36.92,1.28,28.68
STU101133,27,Male,70.21,18.37,72.92,73.46,52.67,71.13,2.58,51.26
STU101134,25,Male,71.58,8.62,72.68,57.8,54.44,69.31,2.57,57.4
STU101135,18,Male,77.47,7.97,68.31,70.84,52.44,62.28,2.49,58.42
STU101136,27,Female,38.25,0.0,26.94,29.87,24.18,39.43,1.25,33.16
STU101137,22,Male,77.28,5.12,68.02,67.97,42.26,61.63,1.78,45.64
STU101138,27,Male,62.84,21.49,74.67,67.81,55.07,82.34,2.12,59.15
STU101139,25,Male,65.49,13.66,58.82,56.65,57.06,73.1,2.46,60.07
STU101140,29,Male,87.02,21.96,78.71,78.08,79.02,80.82,3.19,81.53
STU101141,22,Male,100.0,21.53,69.79,81.78,82.65,100.0,2.84,77.06
STU101142,30,Male,84.31,16.73,79.57,85.73,62.21,81.6,2.52,67.38
STU101143,28,Female,82.05,21.25,88.58,71.5,77.72,73.32,2.34,79.97
STU101144,22,Female,100.0,23.28,92.14,84.86,69.18,89.17,3.19,75.4
STU101145,24,Female,64.76,15.77,67.97,51.32,62.92,65.46,1.95,53.1
STU101146,24,Female,88.59,14.27,68.54,86.96,88.24,88.0,2.65,73.88
STU101147,27,Male,87.27,20.28,68.97,88.3,80.96,87.86,3.01,89.4
STU101148,26,Female,73.91,8.42,75.95,64.6,69.22,67.72,1.98,63.35
STU101149,29,Female,64.02,0.42,67.32,60.73,50.82,71.35,2.26,43.31
STU101150,22,Female,100.0,22.78,72.23,93.08,76.93,61.59,2.79,66.44
STU101151,24,Female,69.75,14.85,72.21,61.19,49.36,60.39,2.09,39.4
